State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
Oregon,OR,41,1982,2.61,188.55,76.00,40.65,
Oregon,OR,41,1983,2.62,193.48,77.99,41.72,
Oregon,OR,41,1984,-1.99,189.63,76.44,40.89,
Oregon,OR,41,1985,0.01,189.65,76.44,40.89,
Oregon,OR,41,1986,-0.39,188.90,76.14,40.73,
Oregon,OR,41,1987,1.33,191.41,77.15,41.27,
Oregon,OR,41,1988,3.76,198.61,80.05,42.82,
Oregon,OR,41,1989,9.57,217.61,87.71,46.92,
Oregon,OR,41,1990,14.01,248.09,100.00,53.49,
Oregon,OR,41,1991,9.05,270.54,109.05,58.33,
Oregon,OR,41,1992,6.29,287.56,115.91,62.00,
Oregon,OR,41,1993,7.16,308.15,124.21,66.44,
Oregon,OR,41,1994,8.59,334.63,134.88,72.15,
Oregon,OR,41,1995,11.02,371.50,149.74,80.10,
Oregon,OR,41,1996,6.38,395.18,159.29,85.21,
Oregon,OR,41,1997,6.60,421.26,169.80,90.83,
Oregon,OR,41,1998,3.55,436.23,175.83,94.06,
Oregon,OR,41,1999,2.39,446.65,180.03,96.31,
Oregon,OR,41,2000,3.84,463.78,186.94,100.00,
Oregon,OR,41,2001,4.55,484.89,195.45,104.55,
Oregon,OR,41,2002,3.58,502.26,202.45,108.30,
Oregon,OR,41,2003,2.97,517.19,208.47,111.52,
Oregon,OR,41,2004,9.04,563.97,227.32,121.60,
Oregon,OR,41,2005,17.05,660.14,266.08,142.34,
Oregon,OR,41,2006,16.51,769.10,310.00,165.83,
Oregon,OR,41,2007,5.21,809.15,326.14,174.47,
Oregon,OR,41,2008,-2.83,786.27,316.92,169.53,
Oregon,OR,41,2009,-9.88,708.55,285.60,152.78,
Oregon,OR,41,2010,-8.16,650.72,262.29,140.31,
Oregon,OR,41,2011,-6.93,605.64,244.12,130.59,
Oregon,OR,41,2012,-1.57,596.15,240.29,128.54,
Oregon,OR,41,2013,6.23,633.32,255.27,136.55,
Oregon,OR,41,2014,9.59,694.02,279.74,149.64,
Oregon,OR,41,2015,7.89,748.79,301.82,161.45,
Oregon,OR,41,2016,10.99,831.08,334.99,179.20,
Oregon,OR,41,2017,7.97,897.33,361.69,193.48,
Oregon,OR,41,2018,6.25,953.37,384.28,205.56,
Oregon,OR,41,2019,4.37,995.00,401.06,214.54,
Oregon,OR,41,2020,3.42,1029.00,414.76,221.87,
Oregon,OR,41,2021,13.69,1169.90,471.56,252.25,
Oregon,OR,41,2022,14.18,1335.84,538.44,288.03,
Oregon,OR,41,2023,0.85,1347.25,543.04,290.49,
Oregon,OR,41,2024,2.20,1376.90,554.99,296.88,
Pennsylvania,PA,42,1975,,100.00,36.68,30.75,
Pennsylvania,PA,42,1976,5.55,105.55,38.72,32.46,
Pennsylvania,PA,42,1977,5.91,111.79,41.01,34.38,
Pennsylvania,PA,42,1978,8.26,121.03,44.40,37.22,
Pennsylvania,PA,42,1979,11.92,135.45,49.69,41.65,
Pennsylvania,PA,42,1980,5.14,142.40,52.24,43.79,
Pennsylvania,PA,42,1981,3.93,148.00,54.29,45.51,
Pennsylvania,PA,42,1982,1.40,150.07,55.05,46.15,
Pennsylvania,PA,42,1983,5.96,159.02,58.33,48.90,
Pennsylvania,PA,42,1984,6.02,168.59,61.84,51.85,
Pennsylvania,PA,42,1985,6.25,179.12,65.71,55.08,
Pennsylvania,PA,42,1986,8.05,193.54,71.00,59.52,
Pennsylvania,PA,42,1987,12.47,217.67,79.85,66.94,
Pennsylvania,PA,42,1988,15.42,251.24,92.16,77.26,
Pennsylvania,PA,42,1989,6.23,266.90,97.91,82.08,
Pennsylvania,PA,42,1990,2.14,272.60,100.00,83.83,
Pennsylvania,PA,42,1991,1.37,276.33,101.37,84.98,
Pennsylvania,PA,42,1992,1.62,280.81,103.01,86.36,
Pennsylvania,PA,42,1993,1.01,283.65,104.05,87.23,
Pennsylvania,PA,42,1994,0.14,284.05,104.20,87.35,
Pennsylvania,PA,42,1995,0.93,286.70,105.17,88.17,
Pennsylvania,PA,42,1996,1.70,291.56,106.96,89.66,
Pennsylvania,PA,42,1997,1.36,295.52,108.41,90.88,
Pennsylvania,PA,42,1998,2.78,303.74,111.42,93.41,
Pennsylvania,PA,42,1999,2.43,311.11,114.13,95.68,
Pennsylvania,PA,42,2000,4.52,325.17,119.28,100.00,
Pennsylvania,PA,42,2001,6.13,345.11,126.60,106.13,
Pennsylvania,PA,42,2002,5.61,364.45,133.69,112.08,
Pennsylvania,PA,42,2003,4.65,381.42,139.92,117.30,
Pennsylvania,PA,42,2004,9.68,418.35,153.47,128.66,
Pennsylvania,PA,42,2005,11.82,467.82,171.61,143.87,
Pennsylvania,PA,42,2006,7.76,504.14,184.93,155.04,
Pennsylvania,PA,42,2007,2.39,516.21,189.36,158.75,
Pennsylvania,PA,42,2008,-0.87,511.73,187.72,157.37,
Pennsylvania,PA,42,2009,-3.34,494.63,181.45,152.11,
Pennsylvania,PA,42,2010,-2.55,482.02,176.82,148.23,
Pennsylvania,PA,42,2011,-2.40,470.46,172.58,144.68,
Pennsylvania,PA,42,2012,-1.72,462.36,169.61,142.19,
Pennsylvania,PA,42,2013,0.78,465.99,170.94,143.30,
Pennsylvania,PA,42,2014,1.89,474.81,174.18,146.02,
Pennsylvania,PA,42,2015,2.27,485.57,178.12,149.33,
Pennsylvania,PA,42,2016,2.46,497.50,182.50,153.00,
Pennsylvania,PA,42,2017,3.62,515.53,189.11,158.54,
Pennsylvania,PA,42,2018,4.37,538.04,197.37,165.46,
Pennsylvania,PA,42,2019,3.96,559.38,205.20,172.02,
Pennsylvania,PA,42,2020,3.58,579.40,212.54,178.18,
Pennsylvania,PA,42,2021,9.92,636.88,233.63,195.86,
Pennsylvania,PA,42,2022,13.01,719.76,264.03,221.35,
Pennsylvania,PA,42,2023,7.41,773.10,283.60,237.75,
Pennsylvania,PA,42,2024,5.99,819.41,300.59,251.99,
Rhode Island,RI,44,1975,,100.00,25.30,23.04,
Rhode Island,RI,44,1976,4.07,104.07,26.32,23.98,
Rhode Island,RI,44,1977,8.12,112.51,28.46,25.92,
Rhode Island,RI,44,1978,13.67,127.89,32.35,29.47,
Rhode Island,RI,44,1979,12.15,143.43,36.28,33.05,
Rhode Island,RI,44,1980,8.34,155.39,39.31,35.80,
Rhode Island,RI,44,1981,2.53,159.31,40.30,36.71,
Rhode Island,RI,44,1982,3.75,165.28,41.81,38.08,
Rhode Island,RI,44,1983,7.85,178.26,45.09,41.07,
Rhode Island,RI,44,1984,9.02,194.33,49.16,44.78,
Rhode Island,RI,44,1985,12.27,218.17,55.19,50.27,
Rhode Island,RI,44,1986,19.81,261.40,66.12,60.23,
Rhode Island,RI,44,1987,27.00,331.97,83.97,76.49,
Rhode Island,RI,44,1988,16.27,385.98,97.64,88.93,
Rhode Island,RI,44,1989,3.97,401.30,101.51,92.47,
Rhode Island,RI,44,1990,-1.49,395.33,100.00,91.09,
Rhode Island,RI,44,1991,-4.08,379.21,95.92,87.38,
Rhode Island,RI,44,1992,-2.33,370.37,93.69,85.34,
Rhode Island,RI,44,1993,-1.03,366.55,92.72,84.46,
Rhode Island,RI,44,1994,-1.79,360.00,91.06,82.95,
Rhode Island,RI,44,1995,-0.38,358.63,90.72,82.63,
Rhode Island,RI,44,1996,0.81,361.54,91.45,83.30,
Rhode Island,RI,44,1997,0.41,363.02,91.83,83.64,
Rhode Island,RI,44,1998,3.07,374.17,94.65,86.21,
Rhode Island,RI,44,1999,3.65,387.83,98.10,89.36,
Rhode Island,RI,44,2000,11.91,434.01,109.78,100.00,
Rhode Island,RI,44,2001,11.33,483.18,122.22,111.33,
Rhode Island,RI,44,2002,14.55,553.50,140.01,127.53,
Rhode Island,RI,44,2003,11.24,615.71,155.75,141.87,
Rhode Island,RI,44,2004,18.87,731.86,185.13,168.63,
Rhode Island,RI,44,2005,14.47,837.79,211.92,193.04,
Rhode Island,RI,44,2006,3.95,870.89,220.30,200.66,
Rhode Island,RI,44,2007,-2.71,847.25,214.32,195.22,
Rhode Island,RI,44,2008,-7.30,785.41,198.67,180.97,
Rhode Island,RI,44,2009,-9.68,709.35,179.43,163.44,
Rhode Island,RI,44,2010,-4.53,677.19,171.30,156.03,
Rhode Island,RI,44,2011,-4.72,645.19,163.20,148.66,
Rhode Island,RI,44,2012,-3.82,620.52,156.96,142.97,
Rhode Island,RI,44,2013,-0.15,619.56,156.72,142.75,
Rhode Island,RI,44,2014,3.02,638.27,161.45,147.07,
Rhode Island,RI,44,2015,4.43,666.56,168.61,153.58,
Rhode Island,RI,44,2016,4.71,697.94,176.55,160.81,
Rhode Island,RI,44,2017,5.88,738.96,186.92,170.26,
Rhode Island,RI,44,2018,6.33,785.76,198.76,181.05,
Rhode Island,RI,44,2019,4.44,820.61,207.58,189.08,
Rhode Island,RI,44,2020,4.32,856.05,216.54,197.24,
Rhode Island,RI,44,2021,13.44,971.12,245.65,223.76,
Rhode Island,RI,44,2022,15.86,1125.10,284.60,259.24,
Rhode Island,RI,44,2023,9.56,1232.61,311.80,284.01,
Rhode Island,RI,44,2024,9.11,1344.89,340.20,309.88,
South Carolina,SC,45,1975,,100.00,44.48,31.62,
South Carolina,SC,45,1976,4.76,104.76,46.60,33.12,
South Carolina,SC,45,1977,6.57,111.64,49.66,35.30,
South Carolina,SC,45,1978,9.52,122.26,54.39,38.66,
South Carolina,SC,45,1979,10.87,135.56,60.30,42.86,
South Carolina,SC,45,1980,9.59,148.56,66.09,46.97,
South Carolina,SC,45,1981,10.47,164.11,73.01,51.89,
South Carolina,SC,45,1982,2.93,168.93,75.15,53.41,
South Carolina,SC,45,1983,3.22,174.37,77.57,55.13,
South Carolina,SC,45,1984,3.13,179.83,80.00,56.85,
South Carolina,SC,45,1985,3.89,186.82,83.11,59.07,
South Carolina,SC,45,1986,3.34,193.06,85.88,61.04,
South Carolina,SC,45,1987,4.09,200.95,89.39,63.53,
South Carolina,SC,45,1988,4.51,210.01,93.42,66.40,
South Carolina,SC,45,1989,3.86,218.13,97.03,68.96,
South Carolina,SC,45,1990,3.06,224.80,100.00,71.07,
South Carolina,SC,45,1991,2.29,229.94,102.29,72.70,
South Carolina,SC,45,1992,2.07,234.69,104.40,74.20,
South Carolina,SC,45,1993,1.61,238.47,106.08,75.40,
South Carolina,SC,45,1994,2.20,243.71,108.42,77.05,
South Carolina,SC,45,1995,3.74,252.84,112.47,79.94,
South Carolina,SC,45,1996,3.91,262.72,116.87,83.06,
South Carolina,SC,45,1997,4.40,274.27,122.01,86.71,
South Carolina,SC,45,1998,4.43,286.43,127.42,90.56,
South Carolina,SC,45,1999,4.71,299.94,133.43,94.83,
South Carolina,SC,45,2000,5.45,316.29,140.70,100.00,
South Carolina,SC,45,2001,5.06,332.29,147.82,105.06,
South Carolina,SC,45,2002,2.69,341.22,151.79,107.88,
South Carolina,SC,45,2003,1.95,347.89,154.76,109.99,
South Carolina,SC,45,2004,4.09,362.11,161.08,114.49,
South Carolina,SC,45,2005,7.50,389.26,173.16,123.07,
South Carolina,SC,45,2006,7.59,418.79,186.30,132.41,
South Carolina,SC,45,2007,3.97,435.43,193.70,137.67,
South Carolina,SC,45,2008,0.62,438.12,194.90,138.52,
South Carolina,SC,45,2009,-2.98,425.07,189.09,134.39,
South Carolina,SC,45,2010,-5.47,401.81,178.75,127.04,
South Carolina,SC,45,2011,-3.99,385.80,171.62,121.98,
South Carolina,SC,45,2012,-2.03,377.96,168.14,119.50,
South Carolina,SC,45,2013,0.48,379.79,168.95,120.08,
South Carolina,SC,45,2014,2.89,390.76,173.83,123.54,
South Carolina,SC,45,2015,4.57,408.61,181.77,129.19,
South Carolina,SC,45,2016,4.71,427.85,190.33,135.27,
South Carolina,SC,45,2017,5.54,451.55,200.87,142.77,
South Carolina,SC,45,2018,5.93,478.31,212.78,151.23,
South Carolina,SC,45,2019,5.13,502.84,223.69,158.98,
South Carolina,SC,45,2020,3.49,520.38,231.49,164.53,
South Carolina,SC,45,2021,11.69,581.21,258.55,183.76,
South Carolina,SC,45,2022,19.60,695.15,309.24,219.78,
South Carolina,SC,45,2023,9.76,763.03,339.43,241.24,
South Carolina,SC,45,2024,5.62,805.90,358.51,254.80,
South Dakota,SD,46,1975,,100.00,52.54,33.55,
South Dakota,SD,46,1976,0.54,100.54,52.83,33.73,
South Dakota,SD,46,1977,10.33,110.93,58.28,37.21,
South Dakota,SD,46,1978,11.99,124.24,65.28,41.68,
South Dakota,SD,46,1979,13.07,140.48,73.81,47.13,
South Dakota,SD,46,1980,6.40,149.47,78.53,50.14,
South Dakota,SD,46,1981,-2.75,145.36,76.37,48.76,
South Dakota,SD,46,1982,12.96,164.20,86.27,55.08,
South Dakota,SD,46,1983,-7.47,151.93,79.83,50.97,
South Dakota,SD,46,1984,13.37,172.25,90.50,57.78,
South Dakota,SD,46,1985,-0.47,171.44,90.08,57.51,
South Dakota,SD,46,1986,2.70,176.06,92.50,59.06,
South Dakota,SD,46,1987,2.87,181.12,95.16,60.76,
South Dakota,SD,46,1988,-2.30,176.95,92.97,59.36,
South Dakota,SD,46,1989,3.15,182.54,95.91,61.23,
South Dakota,SD,46,1990,4.27,190.33,100.00,63.85,
South Dakota,SD,46,1991,4.31,198.54,104.31,66.60,
South Dakota,SD,46,1992,5.08,208.63,109.62,69.99,
South Dakota,SD,46,1993,6.41,222.00,116.64,74.47,
South Dakota,SD,46,1994,6.17,235.68,123.83,79.06,
South Dakota,SD,46,1995,5.11,247.74,130.16,83.11,
South Dakota,SD,46,1996,3.61,256.68,134.86,86.11,
South Dakota,SD,46,1997,4.03,267.02,140.29,89.58,
South Dakota,SD,46,1998,3.19,275.55,144.77,92.44,
South Dakota,SD,46,1999,3.14,284.19,149.31,95.34,
South Dakota,SD,46,2000,4.89,298.09,156.62,100.00,
South Dakota,SD,46,2001,4.21,310.64,163.21,104.21,
South Dakota,SD,46,2002,3.54,321.64,168.99,107.90,
South Dakota,SD,46,2003,2.43,329.47,173.10,110.52,
South Dakota,SD,46,2004,5.45,347.42,182.54,116.55,
South Dakota,SD,46,2005,6.93,371.50,195.19,124.62,
South Dakota,SD,46,2006,4.91,389.73,204.77,130.74,
South Dakota,SD,46,2007,3.64,403.91,212.22,135.50,
South Dakota,SD,46,2008,2.10,412.40,216.68,138.34,
South Dakota,SD,46,2009,-0.05,412.21,216.58,138.28,
South Dakota,SD,46,2010,-1.25,407.04,213.86,136.55,
South Dakota,SD,46,2011,-0.13,406.51,213.58,136.37,
South Dakota,SD,46,2012,1.18,411.31,216.11,137.98,
South Dakota,SD,46,2013,3.04,423.80,222.67,142.17,
South Dakota,SD,46,2014,3.36,438.04,230.15,146.95,
South Dakota,SD,46,2015,3.57,453.69,238.37,152.20,
South Dakota,SD,46,2016,4.46,473.92,249.00,158.98,
South Dakota,SD,46,2017,5.06,497.90,261.60,167.03,
South Dakota,SD,46,2018,4.66,521.09,273.78,174.81,
South Dakota,SD,46,2019,4.38,543.91,285.77,182.46,
South Dakota,SD,46,2020,2.99,560.15,294.31,187.91,
South Dakota,SD,46,2021,11.25,623.16,327.41,209.05,
South Dakota,SD,46,2022,17.15,730.01,383.55,244.89,
South Dakota,SD,46,2023,7.62,785.60,412.76,263.54,
South Dakota,SD,46,2024,3.31,811.59,426.41,272.26,
Tennessee,TN,47,1975,,100.00,46.58,32.56,
Tennessee,TN,47,1976,2.50,102.50,47.74,33.38,
Tennessee,TN,47,1977,9.96,112.71,52.50,36.70,
Tennessee,TN,47,1978,11.56,125.75,58.57,40.95,
Tennessee,TN,47,1979,9.05,137.12,63.87,44.65,
Tennessee,TN,47,1980,7.35,147.19,68.56,47.93,
Tennessee,TN,47,1981,3.32,152.09,70.84,49.52,
Tennessee,TN,47,1982,-0.08,151.97,70.79,49.48,
Tennessee,TN,47,1983,9.14,165.86,77.25,54.01,
Tennessee,TN,47,1984,1.19,167.83,78.17,54.65,
Tennessee,TN,47,1985,8.73,182.49,85.00,59.42,
Tennessee,TN,47,1986,5.61,192.72,89.77,62.75,
Tennessee,TN,47,1987,5.83,203.95,95.00,66.41,
Tennessee,TN,47,1988,3.27,210.62,98.10,68.58,
Tennessee,TN,47,1989,1.45,213.68,99.53,69.58,
Tennessee,TN,47,1990,0.47,214.69,100.00,69.91,
Tennessee,TN,47,1991,0.96,216.76,100.96,70.58,
Tennessee,TN,47,1992,2.24,221.61,103.23,72.16,
Tennessee,TN,47,1993,2.72,227.63,106.03,74.12,
Tennessee,TN,47,1994,4.52,237.93,110.83,77.48,
Tennessee,TN,47,1995,6.31,252.94,117.82,82.36,
Tennessee,TN,47,1996,4.54,264.42,123.16,86.10,
Tennessee,TN,47,1997,4.68,276.78,128.92,90.13,
Tennessee,TN,47,1998,4.06,288.03,134.16,93.79,
Tennessee,TN,47,1999,3.15,297.12,138.39,96.75,
Tennessee,TN,47,2000,3.36,307.10,143.04,100.00,
Tennessee,TN,47,2001,3.81,318.80,148.49,103.81,
Tennessee,TN,47,2002,2.33,326.24,151.96,106.23,
Tennessee,TN,47,2003,1.79,332.09,154.69,108.14,
Tennessee,TN,47,2004,3.69,344.36,160.40,112.13,
Tennessee,TN,47,2005,6.53,366.83,170.87,119.45,
Tennessee,TN,47,2006,7.20,393.25,183.17,128.05,
Tennessee,TN,47,2007,4.10,409.38,190.69,133.30,
Tennessee,TN,47,2008,0.20,410.21,191.07,133.58,
Tennessee,TN,47,2009,-2.41,400.33,186.47,130.36,
Tennessee,TN,47,2010,-3.48,386.40,179.98,125.82,
Tennessee,TN,47,2011,-2.67,376.07,175.17,122.46,
Tennessee,TN,47,2012,-0.99,372.34,173.43,121.24,
Tennessee,TN,47,2013,1.53,378.04,176.09,123.10,
Tennessee,TN,47,2014,4.18,393.86,183.45,128.25,
Tennessee,TN,47,2015,4.45,411.38,191.62,133.96,
Tennessee,TN,47,2016,5.75,435.04,202.64,141.66,
Tennessee,TN,47,2017,7.02,465.59,216.87,151.61,
Tennessee,TN,47,2018,7.15,498.86,232.37,162.44,
Tennessee,TN,47,2019,5.62,526.91,245.43,171.58,
Tennessee,TN,47,2020,4.43,550.26,256.31,179.18,
Tennessee,TN,47,2021,14.10,627.84,292.44,204.44,
Tennessee,TN,47,2022,21.36,761.94,354.90,248.11,
Tennessee,TN,47,2023,7.41,818.38,381.19,266.48,
Tennessee,TN,47,2024,4.90,858.45,399.86,279.53,
Texas,TX,48,1975,,100.00,49.00,36.04,
Texas,TX,48,1976,8.51,108.51,53.17,39.10,
Texas,TX,48,1977,13.03,122.65,60.10,44.20,
Texas,TX,48,1978,14.50,140.44,68.81,50.61,
Texas,TX,48,1979,16.29,163.32,80.03,58.85,
Texas,TX,48,1980,11.19,181.60,88.99,65.44,
Texas,TX,48,1981,8.24,196.57,96.32,70.84,
Texas,TX,48,1982,7.49,211.29,103.53,76.14,
Texas,TX,48,1983,4.55,220.90,108.24,79.60,
Texas,TX,48,1984,1.54,224.31,109.91,80.83,
Texas,TX,48,1985,-0.49,223.21,109.38,80.44,
Texas,TX,48,1986,1.11,225.70,110.59,81.33,
Texas,TX,48,1987,-6.01,212.14,103.95,76.45,
Texas,TX,48,1988,-6.05,199.30,97.66,71.82,
Texas,TX,48,1989,1.00,201.30,98.64,72.54,
Texas,TX,48,1990,1.38,204.08,100.00,73.54,
Texas,TX,48,1991,2.04,208.25,102.04,75.05,
Texas,TX,48,1992,2.96,214.41,105.06,77.26,
Texas,TX,48,1993,2.26,219.25,107.43,79.01,
Texas,TX,48,1994,1.96,223.56,109.54,80.56,
Texas,TX,48,1995,1.57,227.08,111.27,81.83,
Texas,TX,48,1996,2.32,232.34,113.85,83.73,
Texas,TX,48,1997,2.18,237.40,116.33,85.55,
Texas,TX,48,1998,4.21,247.39,121.22,89.15,
Texas,TX,48,1999,4.91,259.54,127.17,93.53,
Texas,TX,48,2000,6.92,277.50,135.97,100.00,
Texas,TX,48,2001,5.89,293.85,143.99,105.89,
Texas,TX,48,2002,3.09,302.93,148.44,109.16,
Texas,TX,48,2003,2.06,309.18,151.50,111.42,
Texas,TX,48,2004,2.26,316.17,154.92,113.94,
Texas,TX,48,2005,4.53,330.47,161.93,119.09,
Texas,TX,48,2006,5.91,350.00,171.50,126.13,
Texas,TX,48,2007,4.84,366.93,179.79,132.23,
Texas,TX,48,2008,1.48,372.37,182.46,134.19,
Texas,TX,48,2009,-0.40,370.87,181.73,133.65,
Texas,TX,48,2010,-1.43,365.57,179.13,131.74,
Texas,TX,48,2011,-1.43,360.36,176.58,129.86,
Texas,TX,48,2012,0.92,363.68,178.21,131.06,
Texas,TX,48,2013,4.13,378.71,185.57,136.47,
Texas,TX,48,2014,7.65,407.69,199.77,146.92,
Texas,TX,48,2015,6.72,435.08,213.19,156.79,
Texas,TX,48,2016,6.97,465.42,228.06,167.72,
Texas,TX,48,2017,7.04,498.20,244.12,179.53,
Texas,TX,48,2018,6.07,528.46,258.95,190.44,
Texas,TX,48,2019,4.57,552.61,270.78,199.14,
Texas,TX,48,2020,3.25,570.59,279.59,205.62,
Texas,TX,48,2021,12.52,642.00,314.58,231.35,
Texas,TX,48,2022,18.46,760.52,372.66,274.06,
Texas,TX,48,2023,4.58,795.38,389.74,286.63,
Texas,TX,48,2024,2.31,813.74,398.73,293.24,
Utah,UT,49,1975,,100.00,47.36,24.42,
Utah,UT,49,1976,10.91,110.91,52.52,27.09,
Utah,UT,49,1977,15.09,127.64,60.45,31.17,
Utah,UT,49,1978,17.43,149.89,70.98,36.61,
Utah,UT,49,1979,15.09,172.51,81.70,42.13,
Utah,UT,49,1980,4.43,180.15,85.32,44.00,
Utah,UT,49,1981,7.98,194.53,92.12,47.51,
Utah,UT,49,1982,1.99,198.39,93.95,48.45,
Utah,UT,49,1983,2.11,202.58,95.94,49.47,
Utah,UT,49,1984,0.51,203.61,96.43,49.73,
Utah,UT,49,1985,2.14,207.96,98.49,50.79,
Utah,UT,49,1986,0.97,209.98,99.44,51.28,
Utah,UT,49,1987,-1.67,206.47,97.78,50.42,
Utah,UT,49,1988,-3.16,199.95,94.69,48.83,
Utah,UT,49,1989,2.18,204.30,96.75,49.89,
Utah,UT,49,1990,3.36,211.16,100.00,51.57,
Utah,UT,49,1991,5.44,222.65,105.44,54.38,
Utah,UT,49,1992,5.11,234.03,110.83,57.15,
Utah,UT,49,1993,11.03,259.84,123.06,63.46,
Utah,UT,49,1994,13.51,294.96,139.69,72.03,
Utah,UT,49,1995,14.23,336.93,159.56,82.28,
Utah,UT,49,1996,6.90,360.18,170.58,87.96,
Utah,UT,49,1997,6.53,383.69,181.71,93.70,
Utah,UT,49,1998,3.63,397.62,188.31,97.11,
Utah,UT,49,1999,1.36,403.02,190.86,98.42,
Utah,UT,49,2000,1.60,409.47,193.92,100.00,
Utah,UT,49,2001,3.33,423.10,200.37,103.33,
Utah,UT,49,2002,0.79,426.43,201.95,104.14,
Utah,UT,49,2003,0.37,427.99,202.69,104.52,
Utah,UT,49,2004,2.72,439.61,208.19,107.36,
Utah,UT,49,2005,9.97,483.44,228.95,118.06,
Utah,UT,49,2006,16.00,560.79,265.58,136.95,
Utah,UT,49,2007,11.55,625.53,296.24,152.77,
Utah,UT,49,2008,-0.64,621.55,294.35,151.79,
Utah,UT,49,2009,-8.59,568.19,269.08,138.76,
Utah,UT,49,2010,-7.47,525.75,248.99,128.40,
Utah,UT,49,2011,-5.47,497.01,235.38,121.38,
Utah,UT,49,2012,0.93,501.64,237.57,122.51,
Utah,UT,49,2013,6.48,534.16,252.97,130.45,
Utah,UT,49,2014,6.81,570.51,270.18,139.33,
Utah,UT,49,2015,4.80,597.87,283.14,146.01,
Utah,UT,49,2016,7.48,642.61,304.33,156.94,
Utah,UT,49,2017,8.80,699.15,331.10,170.74,
Utah,UT,49,2018,9.01,762.13,360.93,186.13,
Utah,UT,49,2019,7.50,819.31,388.01,200.09,
Utah,UT,49,2020,5.45,863.98,409.17,211.00,
Utah,UT,49,2021,18.86,1026.93,486.33,250.80,
Utah,UT,49,2022,20.14,1233.74,584.28,301.30,
Utah,UT,49,2023,0.68,1242.12,588.24,303.35,
Utah,UT,49,2024,3.76,1288.85,610.38,314.76,
Vermont,VT,50,1975,,100.00,33.82,29.09,
Vermont,VT,50,1976,5.46,105.46,35.67,30.68,
Vermont,VT,50,1977,3.53,109.18,36.93,31.76,
Vermont,VT,50,1978,16.48,127.18,43.02,37.00,
Vermont,VT,50,1979,3.64,131.81,44.58,38.34,
Vermont,VT,50,1980,12.53,148.32,50.17,43.15,
Vermont,VT,50,1981,0.74,149.43,50.54,43.47,
Vermont,VT,50,1982,5.35,157.42,53.25,45.79,
Vermont,VT,50,1983,3.33,162.66,55.02,47.32,
Vermont,VT,50,1984,9.58,178.23,60.29,51.85,
Vermont,VT,50,1985,6.88,190.50,64.44,55.42,
Vermont,VT,50,1986,8.98,207.61,70.22,60.40,
Vermont,VT,50,1987,12.57,233.72,79.05,67.99,
Vermont,VT,50,1988,15.95,270.99,91.66,78.83,
Vermont,VT,50,1989,8.29,293.47,99.27,85.37,
Vermont,VT,50,1990,0.74,295.64,100.00,86.00,
Vermont,VT,50,1991,-1.60,290.90,98.40,84.63,
Vermont,VT,50,1992,-0.22,290.26,98.18,84.44,
Vermont,VT,50,1993,0.15,290.71,98.33,84.57,
Vermont,VT,50,1994,0.20,291.29,98.53,84.74,
Vermont,VT,50,1995,1.04,294.33,99.56,85.62,
Vermont,VT,50,1996,0.86,296.87,100.41,86.36,
Vermont,VT,50,1997,0.66,298.83,101.08,86.93,
Vermont,VT,50,1998,1.82,304.26,102.91,88.51,
Vermont,VT,50,1999,3.96,316.30,106.99,92.01,
Vermont,VT,50,2000,8.68,343.75,116.27,100.00,
Vermont,VT,50,2001,6.56,366.30,123.90,106.56,
Vermont,VT,50,2002,6.03,388.39,131.37,112.98,
Vermont,VT,50,2003,5.35,409.16,138.40,119.03,
Vermont,VT,50,2004,12.81,461.58,156.13,134.28,
Vermont,VT,50,2005,14.45,528.28,178.69,153.68,
Vermont,VT,50,2006,7.97,570.36,192.92,165.92,
Vermont,VT,50,2007,2.06,582.12,196.90,169.34,
Vermont,VT,50,2008,-0.29,580.45,196.33,168.86,
Vermont,VT,50,2009,-3.27,561.49,189.92,163.34,
Vermont,VT,50,2010,-1.89,550.86,186.32,160.25,
Vermont,VT,50,2011,-1.03,545.17,184.40,158.59,
Vermont,VT,50,2012,-0.71,541.30,183.09,157.47,
Vermont,VT,50,2013,-0.38,539.27,182.40,156.88,
Vermont,VT,50,2014,0.25,540.61,182.86,157.27,
Vermont,VT,50,2015,1.42,548.26,185.45,159.49,
Vermont,VT,50,2016,1.15,554.54,187.57,161.32,
Vermont,VT,50,2017,2.75,569.79,192.73,165.76,
Vermont,VT,50,2018,3.16,587.80,198.82,171.00,
Vermont,VT,50,2019,3.78,610.05,206.35,177.47,
Vermont,VT,50,2020,3.42,630.94,213.41,183.54,
Vermont,VT,50,2021,12.30,708.56,239.67,206.13,
Vermont,VT,50,2022,16.19,823.30,278.48,239.50,
Vermont,VT,50,2023,12.77,928.43,314.04,270.09,
Vermont,VT,50,2024,7.39,997.08,337.26,290.06,
Virginia,VA,51,1975,,100.00,35.89,29.26,
Virginia,VA,51,1976,3.51,103.51,37.15,30.29,
Virginia,VA,51,1977,8.84,112.66,40.44,32.96,
Virginia,VA,51,1978,12.00,126.18,45.29,36.92,
Virginia,VA,51,1979,9.40,138.04,49.55,40.39,
Virginia,VA,51,1980,11.54,153.97,55.26,45.05,
Virginia,VA,51,1981,4.53,160.94,57.77,47.09,
Virginia,VA,51,1982,-0.45,160.22,57.51,46.88,
Virginia,VA,51,1983,11.11,178.02,63.90,52.09,
Virginia,VA,51,1984,4.87,186.68,67.01,54.62,
