State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
Alabama,AL,01,1975,,100.00,48.78,35.36,
Alabama,AL,01,1976,8.21,108.21,52.79,38.26,
Alabama,AL,01,1977,10.35,119.41,58.25,42.23,
Alabama,AL,01,1978,7.90,128.85,62.85,45.56,
Alabama,AL,01,1979,10.88,142.87,69.69,50.52,
Alabama,AL,01,1980,5.15,150.23,73.28,53.12,
Alabama,AL,01,1981,3.27,155.15,75.68,54.86,
Alabama,AL,01,1982,-0.22,154.81,75.51,54.74,
Alabama,AL,01,1983,5.19,162.85,79.43,57.58,
Alabama,AL,01,1984,5.97,172.56,84.18,61.02,
Alabama,AL,01,1985,2.58,177.02,86.35,62.60,
Alabama,AL,01,1986,4.86,185.63,90.55,65.64,
Alabama,AL,01,1987,4.11,193.27,94.27,68.34,
Alabama,AL,01,1988,2.56,198.22,96.69,70.09,
Alabama,AL,01,1989,1.73,201.65,98.37,71.31,
Alabama,AL,01,1990,1.66,205.01,100.00,72.49,
Alabama,AL,01,1991,2.44,210.01,102.44,74.26,
Alabama,AL,01,1992,2.69,215.67,105.20,76.26,
Alabama,AL,01,1993,3.30,222.79,108.67,78.78,
Alabama,AL,01,1994,3.42,230.41,112.39,81.47,
Alabama,AL,01,1995,4.17,240.01,117.07,84.87,
Alabama,AL,01,1996,3.36,248.06,121.00,87.72,
Alabama,AL,01,1997,3.75,257.36,125.54,91.01,
Alabama,AL,01,1998,3.82,267.20,130.34,94.48,
Alabama,AL,01,1999,2.51,273.91,133.61,96.86,
Alabama,AL,01,2000,3.25,282.80,137.95,100.00,
Alabama,AL,01,2001,4.16,294.57,143.69,104.16,
Alabama,AL,01,2002,2.17,300.97,146.81,106.43,
Alabama,AL,01,2003,2.31,307.93,150.20,108.88,
Alabama,AL,01,2004,3.32,318.16,155.20,112.50,
Alabama,AL,01,2005,6.88,340.07,165.88,120.25,
Alabama,AL,01,2006,7.87,366.84,178.94,129.72,
Alabama,AL,01,2007,4.13,381.99,186.33,135.07,
Alabama,AL,01,2008,0.84,385.21,187.90,136.21,
Alabama,AL,01,2009,-2.31,376.31,183.56,133.07,
Alabama,AL,01,2010,-4.40,359.74,175.48,127.21,
Alabama,AL,01,2011,-3.39,347.54,169.53,122.89,
Alabama,AL,01,2012,-1.52,342.25,166.95,121.02,
Alabama,AL,01,2013,-0.56,340.35,166.02,120.35,
Alabama,AL,01,2014,1.29,344.74,168.16,121.90,
Alabama,AL,01,2015,2.32,352.75,172.07,124.74,
Alabama,AL,01,2016,2.66,362.15,176.65,128.06,
Alabama,AL,01,2017,3.16,373.58,182.23,132.10,
Alabama,AL,01,2018,4.41,390.04,190.26,137.92,
Alabama,AL,01,2019,4.59,407.94,198.99,144.25,
Alabama,AL,01,2020,4.07,424.56,207.10,150.13,
Alabama,AL,01,2021,10.72,470.07,229.30,166.22,
Alabama,AL,01,2022,15.94,545.02,265.85,192.72,
Alabama,AL,01,2023,7.19,584.18,284.96,206.57,
Alabama,AL,01,2024,4.47,610.27,297.69,215.80,
Alaska,AK,02,1975,,100.00,57.27,38.16,
Alaska,AK,02,1976,9.22,109.22,62.55,41.68,
Alaska,AK,02,1977,7.88,117.82,67.48,44.97,
Alaska,AK,02,1978,10.16,129.79,74.34,49.54,
Alaska,AK,02,1979,11.11,144.21,82.59,55.04,
Alaska,AK,02,1980,-5.28,136.60,78.23,52.13,
Alaska,AK,02,1981,21.16,165.50,94.78,63.16,
Alaska,AK,02,1982,24.77,206.50,118.27,78.81,
Alaska,AK,02,1983,5.86,218.60,125.20,83.43,
Alaska,AK,02,1984,6.78,233.42,133.68,89.08,
Alaska,AK,02,1985,-5.50,220.57,126.33,84.18,
Alaska,AK,02,1986,-3.72,212.37,121.63,81.05,
Alaska,AK,02,1987,-14.88,180.76,103.53,68.99,
Alaska,AK,02,1988,5.49,190.68,109.20,72.77,
Alaska,AK,02,1989,-9.89,171.83,98.41,65.58,
Alaska,AK,02,1990,1.62,174.61,100.00,66.64,
Alaska,AK,02,1991,12.33,196.14,112.33,74.86,
Alaska,AK,02,1992,3.99,203.97,116.82,77.85,
Alaska,AK,02,1993,1.39,206.80,118.44,78.92,
Alaska,AK,02,1994,4.04,215.15,123.22,82.11,
Alaska,AK,02,1995,4.77,225.40,129.09,86.02,
Alaska,AK,02,1996,4.11,234.66,134.40,89.56,
Alaska,AK,02,1997,2.90,241.47,138.29,92.16,
Alaska,AK,02,1998,2.37,247.18,141.56,94.34,
Alaska,AK,02,1999,3.64,256.17,146.71,97.77,
Alaska,AK,02,2000,2.28,262.02,150.06,100.00,
Alaska,AK,02,2001,4.92,274.91,157.45,104.92,
Alaska,AK,02,2002,4.46,287.17,164.47,109.60,
Alaska,AK,02,2003,3.32,296.70,169.93,113.24,
Alaska,AK,02,2004,10.28,327.22,187.40,124.88,
Alaska,AK,02,2005,12.72,368.83,211.24,140.77,
Alaska,AK,02,2006,10.00,405.73,232.37,154.85,
Alaska,AK,02,2007,3.43,419.64,240.34,160.16,
Alaska,AK,02,2008,-0.41,417.91,239.34,159.49,
Alaska,AK,02,2009,-1.36,412.22,236.09,157.33,
Alaska,AK,02,2010,-0.44,410.42,235.05,156.63,
Alaska,AK,02,2011,0.40,412.06,235.99,157.26,
Alaska,AK,02,2012,0.22,412.98,236.52,157.61,
Alaska,AK,02,2013,2.60,423.70,242.66,161.71,
Alaska,AK,02,2014,2.51,434.35,248.76,165.77,
Alaska,AK,02,2015,3.07,447.70,256.41,170.87,
Alaska,AK,02,2016,1.86,456.02,261.17,174.04,
Alaska,AK,02,2017,1.34,462.12,264.66,176.37,
Alaska,AK,02,2018,1.45,468.80,268.49,178.92,
Alaska,AK,02,2019,2.07,478.51,274.05,182.62,
Alaska,AK,02,2020,2.31,489.56,280.38,186.84,
Alaska,AK,02,2021,6.63,522.03,298.98,199.23,
Alaska,AK,02,2022,12.36,586.56,335.93,223.86,
Alaska,AK,02,2023,6.69,625.81,358.41,238.84,
Alaska,AK,02,2024,4.90,656.45,375.96,250.53,
Arizona,AZ,04,1975,,100.00,43.54,29.22,
Arizona,AZ,04,1976,3.92,103.92,45.25,30.36,
Arizona,AZ,04,1977,8.94,113.21,49.30,33.08,
Arizona,AZ,04,1978,15.56,130.82,56.96,38.22,
Arizona,AZ,04,1979,22.41,160.14,69.73,46.79,
Arizona,AZ,04,1980,11.55,178.64,77.78,52.19,
Arizona,AZ,04,1981,7.90,192.75,83.93,56.32,
Arizona,AZ,04,1982,-6.15,180.90,78.77,52.85,
Arizona,AZ,04,1983,11.56,201.81,87.87,58.97,
Arizona,AZ,04,1984,4.43,210.75,91.77,61.58,
Arizona,AZ,04,1985,4.21,219.62,95.63,64.17,
Arizona,AZ,04,1986,4.81,230.18,100.23,67.25,
Arizona,AZ,04,1987,1.57,233.81,101.81,68.31,
Arizona,AZ,04,1988,-0.90,231.69,100.88,67.70,
Arizona,AZ,04,1989,-0.64,230.20,100.23,67.26,
Arizona,AZ,04,1990,-0.23,229.66,100.00,67.10,
Arizona,AZ,04,1991,2.09,234.46,102.09,68.50,
Arizona,AZ,04,1992,2.04,239.23,104.17,69.90,
Arizona,AZ,04,1993,1.84,243.63,106.08,71.18,
Arizona,AZ,04,1994,4.74,255.18,111.11,74.56,
Arizona,AZ,04,1995,6.52,271.81,118.36,79.42,
Arizona,AZ,04,1996,4.17,283.15,123.29,82.73,
Arizona,AZ,04,1997,4.10,294.76,128.35,86.12,
Arizona,AZ,04,1998,4.33,307.53,133.91,89.86,
Arizona,AZ,04,1999,4.04,319.97,139.32,93.49,
Arizona,AZ,04,2000,6.96,342.25,149.03,100.00,
Arizona,AZ,04,2001,6.04,362.92,158.03,106.04,
Arizona,AZ,04,2002,4.89,380.66,165.75,111.22,
Arizona,AZ,04,2003,3.95,395.69,172.30,115.61,
Arizona,AZ,04,2004,11.80,442.38,192.62,129.26,
Arizona,AZ,04,2005,31.71,582.64,253.70,170.24,
Arizona,AZ,04,2006,17.88,686.80,299.06,200.67,
Arizona,AZ,04,2007,-1.18,678.70,295.53,198.30,
Arizona,AZ,04,2008,-12.15,596.25,259.62,174.21,
Arizona,AZ,04,2009,-18.53,485.74,211.51,141.92,
Arizona,AZ,04,2010,-13.12,421.99,183.75,123.30,
Arizona,AZ,04,2011,-10.77,376.53,163.95,110.02,
Arizona,AZ,04,2012,4.32,392.81,171.04,114.77,
Arizona,AZ,04,2013,12.14,440.48,191.80,128.70,
Arizona,AZ,04,2014,10.34,486.05,211.64,142.01,
Arizona,AZ,04,2015,5.64,513.45,223.57,150.02,
Arizona,AZ,04,2016,7.03,549.54,239.28,160.56,
Arizona,AZ,04,2017,7.51,590.82,257.26,172.63,
Arizona,AZ,04,2018,7.77,636.69,277.24,186.03,
Arizona,AZ,04,2019,6.83,680.19,296.17,198.74,
Arizona,AZ,04,2020,6.56,724.81,315.60,211.78,
Arizona,AZ,04,2021,19.04,862.81,375.69,252.10,
Arizona,AZ,04,2022,21.41,1047.51,456.12,306.06,
Arizona,AZ,04,2023,2.31,1071.66,466.63,313.12,
Arizona,AZ,04,2024,4.03,1114.88,485.45,325.75,
Arkansas,AR,05,1975,,100.00,49.21,35.80,
Arkansas,AR,05,1976,9.29,109.29,53.78,39.12,
Arkansas,AR,05,1977,12.25,122.68,60.37,43.92,
Arkansas,AR,05,1978,7.73,132.17,65.03,47.31,
Arkansas,AR,05,1979,15.92,153.21,75.39,54.84,
Arkansas,AR,05,1980,6.42,163.05,80.23,58.36,
Arkansas,AR,05,1981,4.62,170.57,83.93,61.06,
Arkansas,AR,05,1982,0.59,171.59,84.43,61.42,
Arkansas,AR,05,1983,9.00,187.03,92.03,66.95,
Arkansas,AR,05,1984,2.27,191.29,94.13,68.47,
Arkansas,AR,05,1985,1.74,194.62,95.77,69.67,
Arkansas,AR,05,1986,3.22,200.89,98.85,71.91,
Arkansas,AR,05,1987,1.13,203.17,99.97,72.73,
Arkansas,AR,05,1988,-1.22,200.69,98.75,71.84,
Arkansas,AR,05,1989,0.27,201.23,99.02,72.03,
Arkansas,AR,05,1990,0.99,203.22,100.00,72.75,
Arkansas,AR,05,1991,1.75,206.78,101.75,74.02,
Arkansas,AR,05,1992,2.54,212.02,104.33,75.90,
Arkansas,AR,05,1993,3.92,220.33,108.42,78.87,
Arkansas,AR,05,1994,4.94,231.22,113.78,82.77,
Arkansas,AR,05,1995,5.42,243.76,119.95,87.26,
Arkansas,AR,05,1996,2.88,250.79,123.40,89.77,
Arkansas,AR,05,1997,2.76,257.72,126.81,92.25,
Arkansas,AR,05,1998,3.00,265.45,130.62,95.02,
Arkansas,AR,05,1999,2.20,271.30,133.50,97.11,
Arkansas,AR,05,2000,2.97,279.36,137.47,100.00,
Arkansas,AR,05,2001,4.60,292.21,143.79,104.60,
Arkansas,AR,05,2002,2.70,300.10,147.67,107.42,
Arkansas,AR,05,2003,2.58,307.85,151.49,110.20,
Arkansas,AR,05,2004,5.61,325.13,159.99,116.38,
Arkansas,AR,05,2005,7.25,348.69,171.58,124.82,
Arkansas,AR,05,2006,5.91,369.30,181.72,132.20,
Arkansas,AR,05,2007,2.50,378.54,186.27,135.50,
Arkansas,AR,05,2008,-0.49,376.70,185.36,134.84,
Arkansas,AR,05,2009,-1.98,369.24,181.69,132.17,
Arkansas,AR,05,2010,-2.91,358.48,176.40,128.32,
Arkansas,AR,05,2011,-1.64,352.62,173.51,126.22,
Arkansas,AR,05,2012,-0.22,351.84,173.13,125.94,
Arkansas,AR,05,2013,1.21,356.09,175.22,127.46,
Arkansas,AR,05,2014,1.49,361.38,177.82,129.36,
Arkansas,AR,05,2015,2.28,369.60,181.87,132.30,
Arkansas,AR,05,2016,2.46,378.70,186.35,135.56,
Arkansas,AR,05,2017,3.52,392.04,192.91,140.33,
Arkansas,AR,05,2018,4.21,408.54,201.03,146.24,
Arkansas,AR,05,2019,3.44,422.59,207.95,151.27,
Arkansas,AR,05,2020,2.69,433.98,213.55,155.35,
Arkansas,AR,05,2021,11.19,482.53,237.44,172.73,
Arkansas,AR,05,2022,16.47,561.99,276.54,201.17,
Arkansas,AR,05,2023,8.80,611.42,300.86,218.86,
Arkansas,AR,05,2024,4.51,639.01,314.44,228.74,
California,CA,06,1975,,100.00,19.32,16.47,
California,CA,06,1976,18.89,118.89,22.97,19.59,
California,CA,06,1977,25.32,149.00,28.79,24.55,
California,CA,06,1978,19.07,177.41,34.28,29.23,
California,CA,06,1979,16.63,206.92,39.98,34.09,
California,CA,06,1980,16.37,240.78,46.52,39.67,
California,CA,06,1981,9.95,264.74,51.15,43.62,
California,CA,06,1982,-6.72,246.96,47.72,40.69,
California,CA,06,1983,9.76,271.06,52.37,44.66,
California,CA,06,1984,3.10,279.48,54.00,46.04,
California,CA,06,1985,5.51,294.87,56.97,48.58,
California,CA,06,1986,5.98,312.51,60.38,51.49,
California,CA,06,1987,8.56,339.28,65.55,55.89,
California,CA,06,1988,16.83,396.40,76.59,65.30,
California,CA,06,1989,22.70,486.36,93.97,80.13,
California,CA,06,1990,6.41,517.56,100.00,85.27,
California,CA,06,1991,-0.58,514.55,99.42,84.77,
California,CA,06,1992,-1.82,505.19,97.61,83.23,
California,CA,06,1993,-5.21,478.89,92.53,78.90,
California,CA,06,1994,-3.16,463.78,89.61,76.41,
California,CA,06,1995,-2.72,451.15,87.17,74.32,
California,CA,06,1996,-0.22,450.17,86.98,74.16,
California,CA,06,1997,2.57,461.72,89.21,76.07,
California,CA,06,1998,8.12,499.20,96.45,82.24,
California,CA,06,1999,6.56,531.97,102.78,87.64,
California,CA,06,2000,14.10,607.00,117.28,100.00,
California,CA,06,2001,12.07,680.25,131.43,112.07,
California,CA,06,2002,10.51,751.77,145.25,123.85,
California,CA,06,2003,9.91,826.26,159.64,136.12,
California,CA,06,2004,20.85,998.53,192.93,164.50,
California,CA,06,2005,25.97,1257.86,243.04,207.23,
California,CA,06,2006,10.46,1389.43,268.46,228.90,
California,CA,06,2007,-4.53,1326.43,256.28,218.52,
California,CA,06,2008,-19.76,1064.27,205.63,175.33,
California,CA,06,2009,-15.19,902.56,174.39,148.69,
California,CA,06,2010,-3.33,872.51,168.58,143.74,
California,CA,06,2011,-5.94,820.66,158.56,135.20,
California,CA,06,2012,-0.27,818.46,158.14,134.84,
California,CA,06,2013,10.51,904.45,174.75,149.00,
California,CA,06,2014,14.06,1031.57,199.31,169.95,
California,CA,06,2015,5.78,1091.19,210.83,179.77,
California,CA,06,2016,7.76,1175.84,227.19,193.71,
California,CA,06,2017,6.44,1251.53,241.81,206.18,
California,CA,06,2018,6.45,1332.26,257.41,219.48,
California,CA,06,2019,3.23,1375.35,265.74,226.58,
California,CA,06,2020,2.27,1406.60,271.78,231.73,
California,CA,06,2021,12.69,1585.03,306.25,261.13,
California,CA,06,2022,15.93,1837.56,355.04,302.73,
California,CA,06,2023,1.96,1873.60,362.01,308.67,
California,CA,06,2024,4.37,1955.55,377.84,322.17,
Colorado,CO,08,1975,,100.00,41.91,20.82,
Colorado,CO,08,1976,9.33,109.33,45.82,22.76,
Colorado,CO,08,1977,14.89,125.61,52.64,26.15,
Colorado,CO,08,1978,19.05,149.54,62.67,31.13,
Colorado,CO,08,1979,17.09,175.10,73.38,36.46,
Colorado,CO,08,1980,9.53,191.79,80.38,39.93,
Colorado,CO,08,1981,6.88,204.98,85.90,42.68,
Colorado,CO,08,1982,11.61,228.77,95.87,47.63,
Colorado,CO,08,1983,2.13,233.64,97.92,48.64,
Colorado,CO,08,1984,0.25,234.23,98.16,48.76,
Colorado,CO,08,1985,-0.23,233.68,97.93,48.65,
Colorado,CO,08,1986,2.11,238.60,99.99,49.68,
Colorado,CO,08,1987,-1.12,235.92,98.87,49.12,
Colorado,CO,08,1988,-2.34,230.41,96.56,47.97,
Colorado,CO,08,1989,1.12,232.99,97.64,48.51,
Colorado,CO,08,1990,2.41,238.62,100.00,49.68,
Colorado,CO,08,1991,3.32,246.54,103.32,51.33,
Colorado,CO,08,1992,5.75,260.71,109.26,54.28,
Colorado,CO,08,1993,8.67,283.31,118.73,58.98,
Colorado,CO,08,1994,10.00,311.63,130.60,64.88,
Colorado,CO,08,1995,9.25,340.44,142.67,70.88,
Colorado,CO,08,1996,4.83,356.89,149.57,74.30,
Colorado,CO,08,1997,5.46,376.38,157.73,78.36,
Colorado,CO,08,1998,4.76,394.28,165.24,82.09,
Colorado,CO,08,1999,7.49,423.81,177.61,88.23,
Colorado,CO,08,2000,13.34,480.33,201.30,100.00,
Colorado,CO,08,2001,8.17,519.58,217.75,108.17,
Colorado,CO,08,2002,4.21,541.47,226.92,112.73,
Colorado,CO,08,2003,0.87,546.20,228.90,113.71,
Colorado,CO,08,2004,3.02,562.72,235.82,117.15,
Colorado,CO,08,2005,5.04,591.07,247.71,123.06,
Colorado,CO,08,2006,3.46,611.54,256.29,127.32,
Colorado,CO,08,2007,0.83,616.63,258.42,128.38,
Colorado,CO,08,2008,-1.12,609.74,255.53,126.94,
Colorado,CO,08,2009,-1.62,599.85,251.39,124.88,
Colorado,CO,08,2010,-4.15,574.97,240.96,119.70,
Colorado,CO,08,2011,-3.25,556.28,233.13,115.81,
Colorado,CO,08,2012,0.77,560.58,234.93,116.71,
Colorado,CO,08,2013,5.35,590.56,247.49,122.95,
Colorado,CO,08,2014,9.18,644.77,270.21,134.24,
Colorado,CO,08,2015,9.62,706.82,296.21,147.15,
Colorado,CO,08,2016,10.46,780.73,327.19,162.54,
Colorado,CO,08,2017,8.73,848.92,355.77,176.74,
Colorado,CO,08,2018,8.26,919.02,385.15,191.33,
Colorado,CO,08,2019,4.78,962.94,403.55,200.48,
Colorado,CO,08,2020,2.88,990.63,415.16,206.24,
Colorado,CO,08,2021,13.03,1119.74,469.26,233.12,
Colorado,CO,08,2022,16.54,1304.91,546.86,271.67,
Colorado,CO,08,2023,2.21,1333.77,558.96,277.68,
Colorado,CO,08,2024,2.44,1366.27,572.58,284.45,
Connecticut,CT,09,1975,,100.00,24.81,23.22,
Connecticut,CT,09,1976,5.64,105.64,26.20,24.53,
Connecticut,CT,09,1977,6.24,112.23,27.84,26.06,
Connecticut,CT,09,1978,18.48,132.97,32.99,30.88,
Connecticut,CT,09,1979,21.00,160.89,39.91,37.36,
Connecticut,CT,09,1980,5.84,170.29,42.24,39.54,
Connecticut,CT,09,1981,8.10,184.08,45.66,42.75,
Connecticut,CT,09,1982,2.24,188.21,46.69,43.71,
Connecticut,CT,09,1983,7.62,202.56,50.25,47.04,
Connecticut,CT,09,1984,14.28,231.48,57.42,53.75,
Connecticut,CT,09,1985,14.68,265.46,65.85,61.64,
Connecticut,CT,09,1986,19.27,316.62,78.54,73.52,
Connecticut,CT,09,1987,21.87,385.87,95.72,89.60,
Connecticut,CT,09,1988,11.74,431.17,106.96,100.12,
Connecticut,CT,09,1989,-1.57,424.39,105.28,98.55,
Connecticut,CT,09,1990,-5.01,403.12,100.00,93.61,
Connecticut,CT,09,1991,-5.59,380.57,94.41,88.37,
Connecticut,CT,09,1992,-1.72,374.00,92.78,86.85,
Connecticut,CT,09,1993,-2.85,363.36,90.14,84.38,
Connecticut,CT,09,1994,-2.05,355.90,88.29,82.64,
Connecticut,CT,09,1995,-0.89,352.73,87.50,81.91,
Connecticut,CT,09,1996,1.10,356.63,88.47,82.81,
Connecticut,CT,09,1997,1.13,360.66,89.47,83.75,
Connecticut,CT,09,1998,4.21,375.86,93.24,87.28,
Connecticut,CT,09,1999,4.80,393.89,97.71,91.47,
Connecticut,CT,09,2000,9.33,430.64,106.83,100.00,
Connecticut,CT,09,2001,7.92,464.74,115.29,107.92,
Connecticut,CT,09,2002,8.58,504.61,125.18,117.18,
Connecticut,CT,09,2003,6.21,535.94,132.95,124.45,
Connecticut,CT,09,2004,11.32,596.63,148.00,138.54,
Connecticut,CT,09,2005,12.60,671.82,166.65,156.00,
Connecticut,CT,09,2006,5.86,711.19,176.42,165.15,
Connecticut,CT,09,2007,-0.01,711.15,176.41,165.14,
Connecticut,CT,09,2008,-3.65,685.20,169.97,159.11,
Connecticut,CT,09,2009,-7.26,635.49,157.64,147.57,
Connecticut,CT,09,2010,-4.08,609.57,151.21,141.55,
Connecticut,CT,09,2011,-3.62,587.51,145.74,136.43,
Connecticut,CT,09,2012,-2.98,569.97,141.39,132.35,
Connecticut,CT,09,2013,-0.75,565.68,140.32,131.36,
Connecticut,CT,09,2014,-0.08,565.24,140.21,131.25,
Connecticut,CT,09,2015,1.33,572.75,142.08,133.00,
Connecticut,CT,09,2016,0.11,573.38,142.23,133.15,
Connecticut,CT,09,2017,1.09,579.64,143.79,134.60,
Connecticut,CT,09,2018,1.62,589.04,146.12,136.78,
Connecticut,CT,09,2019,2.23,602.20,149.39,139.84,
Connecticut,CT,09,2020,3.04,620.52,153.93,144.09,
Connecticut,CT,09,2021,11.92,694.50,172.28,161.27,
Connecticut,CT,09,2022,13.70,789.62,195.88,183.36,
Connecticut,CT,09,2023,10.40,871.72,216.24,202.42,
Connecticut,CT,09,2024,8.34,944.39,234.27,219.30,
Delaware,DE,10,1975,,100.00,35.63,30.57,
Delaware,DE,10,1976,4.77,104.77,37.33,32.03,
Delaware,DE,10,1977,-3.22,101.39,36.13,31.00,
Delaware,DE,10,1978,5.52,106.99,38.12,32.71,
Delaware,DE,10,1979,6.65,114.10,40.66,34.88,
Delaware,DE,10,1980,16.38,132.80,47.32,40.60,
Delaware,DE,10,1981,7.02,142.12,50.64,43.45,
Delaware,DE,10,1982,2.32,145.42,51.82,44.46,
Delaware,DE,10,1983,6.36,154.66,55.11,47.28,
Delaware,DE,10,1984,9.04,168.64,60.09,51.56,
Delaware,DE,10,1985,7.64,181.52,64.68,55.49,
Delaware,DE,10,1986,9.77,199.26,71.00,60.92,
Delaware,DE,10,1987,11.37,221.91,79.07,67.84,
Delaware,DE,10,1988,12.43,249.49,88.90,76.27,
Delaware,DE,10,1989,9.47,273.11,97.32,83.50,
Delaware,DE,10,1990,2.76,280.64,100.00,85.80,
Delaware,DE,10,1991,1.23,284.08,101.23,86.85,
Delaware,DE,10,1992,0.37,285.14,101.60,87.17,
Delaware,DE,10,1993,-0.31,284.26,101.29,86.90,
Delaware,DE,10,1994,-1.29,280.59,99.98,85.78,
Delaware,DE,10,1995,0.00,280.59,99.98,85.78,
Delaware,DE,10,1996,1.72,285.42,101.70,87.26,
Delaware,DE,10,1997,1.29,289.10,103.01,88.38,
Delaware,DE,10,1998,2.45,296.18,105.54,90.55,
Delaware,DE,10,1999,3.58,306.78,109.32,93.79,
Delaware,DE,10,2000,6.62,327.10,116.55,100.00,
Delaware,DE,10,2001,7.06,350.20,124.78,107.06,
Delaware,DE,10,2002,7.08,374.99,133.62,114.64,
Delaware,DE,10,2003,6.61,399.78,142.45,122.22,
Delaware,DE,10,2004,13.11,452.18,161.12,138.24,
Delaware,DE,10,2005,16.10,524.96,187.06,160.49,
Delaware,DE,10,2006,9.01,572.24,203.90,174.94,
Delaware,DE,10,2007,2.48,586.43,208.96,179.28,
Delaware,DE,10,2008,-2.99,568.91,202.72,173.93,
Delaware,DE,10,2009,-6.66,531.01,189.21,162.34,
Delaware,DE,10,2010,-4.81,505.45,180.11,154.53,
Delaware,DE,10,2011,-5.58,477.23,170.05,145.90,
Delaware,DE,10,2012,-2.87,463.52,165.17,141.71,
Delaware,DE,10,2013,0.75,467.02,166.41,142.78,
Delaware,DE,10,2014,2.39,478.16,170.38,146.18,
Delaware,DE,10,2015,2.22,488.78,174.16,149.43,
Delaware,DE,10,2016,2.09,498.97,177.80,152.54,
Delaware,DE,10,2017,1.88,508.34,181.13,155.41,
Delaware,DE,10,2018,3.85,527.92,188.11,161.40,
Delaware,DE,10,2019,3.55,546.64,194.78,167.12,
Delaware,DE,10,2020,3.31,564.71,201.22,172.64,
Delaware,DE,10,2021,10.81,625.77,222.98,191.31,
Delaware,DE,10,2022,14.04,713.62,254.28,218.17,
Delaware,DE,10,2023,8.11,771.50,274.91,235.86,
Delaware,DE,10,2024,7.05,825.87,294.28,252.48,
District Of Columbia,DC,11,1975,,100.00,25.90,20.23,
District Of Columbia,DC,11,1976,13.51,113.51,29.40,22.97,
District Of Columbia,DC,11,1977,16.12,131.81,34.13,26.67,
District Of Columbia,DC,11,1978,19.54,157.56,40.80,31.88,
District Of Columbia,DC,11,1979,17.55,185.21,47.96,37.47,
District Of Columbia,DC,11,1980,8.88,201.65,52.22,40.80,
District Of Columbia,DC,11,1981,-1.01,199.61,51.69,40.39,
District Of Columbia,DC,11,1982,-11.10,177.46,45.96,35.91,
District Of Columbia,DC,11,1983,13.84,202.03,52.32,40.88,
District Of Columbia,DC,11,1984,6.93,216.04,55.95,43.71,
District Of Columbia,DC,11,1985,6.06,229.13,59.33,46.36,
District Of Columbia,DC,11,1986,8.63,248.89,64.45,50.36,
District Of Columbia,DC,11,1987,11.89,278.49,72.12,56.35,
District Of Columbia,DC,11,1988,18.70,330.57,85.60,66.89,
District Of Columbia,DC,11,1989,12.68,372.50,96.46,75.37,
District Of Columbia,DC,11,1990,3.67,386.16,100.00,78.14,
District Of Columbia,DC,11,1991,0.41,387.74,100.41,78.45,
District Of Columbia,DC,11,1992,1.79,394.67,102.20,79.86,
District Of Columbia,DC,11,1993,-1.38,389.23,100.79,78.76,
District Of Columbia,DC,11,1994,-1.11,384.90,99.67,77.88,
District Of Columbia,DC,11,1995,-2.08,376.91,97.60,76.26,
District Of Columbia,DC,11,1996,2.13,384.94,99.68,77.89,
District Of Columbia,DC,11,1997,-0.55,382.83,99.14,77.46,
District Of Columbia,DC,11,1998,4.91,401.64,104.01,81.27,
District Of Columbia,DC,11,1999,7.04,429.90,111.33,86.99,
District Of Columbia,DC,11,2000,14.96,494.22,127.98,100.00,
District Of Columbia,DC,11,2001,16.28,574.70,148.82,116.28,
District Of Columbia,DC,11,2002,14.01,655.24,169.68,132.58,
District Of Columbia,DC,11,2003,10.43,723.59,187.38,146.41,
District Of Columbia,DC,11,2004,18.24,855.61,221.57,173.12,
District Of Columbia,DC,11,2005,24.95,1069.10,276.85,216.32,
District Of Columbia,DC,11,2006,11.92,1196.51,309.85,242.10,
District Of Columbia,DC,11,2007,2.67,1228.49,318.13,248.57,
District Of Columbia,DC,11,2008,-5.79,1157.33,299.70,234.17,
District Of Columbia,DC,11,2009,-5.60,1092.50,282.91,221.05,
District Of Columbia,DC,11,2010,-0.02,1092.27,282.85,221.01,
District Of Columbia,DC,11,2011,1.06,1103.83,285.85,223.35,
District Of Columbia,DC,11,2012,3.18,1138.88,294.92,230.44,
District Of Columbia,DC,11,2013,6.99,1218.52,315.55,246.55,
District Of Columbia,DC,11,2014,9.26,1331.30,344.75,269.37,
District Of Columbia,DC,11,2015,5.63,1406.31,364.18,284.55,
District Of Columbia,DC,11,2016,6.70,1500.59,388.59,303.63,
District Of Columbia,DC,11,2017,4.99,1575.47,407.98,318.78,
District Of Columbia,DC,11,2018,4.81,1651.18,427.59,334.10,
District Of Columbia,DC,11,2019,3.86,1714.93,444.10,347.00,
District Of Columbia,DC,11,2020,2.09,1750.76,453.38,354.25,
District Of Columbia,DC,11,2021,6.90,1871.55,484.66,378.69,
District Of Columbia,DC,11,2022,7.70,2015.57,521.95,407.83,
District Of Columbia,DC,11,2023,-2.11,1973.01,510.93,399.22,
District Of Columbia,DC,11,2024,0.13,1975.49,511.57,399.72,
Florida,FL,12,1975,,100.00,47.28,35.44,
Florida,FL,12,1976,-2.17,97.83,46.25,34.67,
Florida,FL,12,1977,4.85,102.57,48.49,36.35,
Florida,FL,12,1978,11.11,113.96,53.88,40.39,
Florida,FL,12,1979,13.49,129.34,61.15,45.84,
Florida,FL,12,1980,11.56,144.29,68.22,51.14,
Florida,FL,12,1981,5.11,151.67,71.71,53.75,
