year,state,state_abv,total_ballots_counted,vap,noncitizen_pct,ineligible_prison,ineligible_probation,ineligible_parole,ineligible_felons_total,eligible_overseas,vep,vep_turnout_rate,vap_turnout_rate,election_type
1996,Colorado,CO,NA,2939929,0.052000000000000005,12483,0,3294,15777,NA,2771276,NA,NA,presidential
1996,Connecticut,CT,1410746,2528212,0.057999999999999996,15007,55978,1083,44079,NA,2337497,0.6034999999999999,0.5579999999999999,presidential
1996,Delaware,DE,277418,559598,0.03,5110,16528,591,13965,NA,528845,0.5246,0.49570000000000003,presidential
1996,District of Columbia,DC,189210,450182,0.09300000000000001,9376,0,0,9376,NA,398939,0.4743,0.4203,presidential
1996,Florida,FL,5444245,11509122,0.095,63763,237117,9243,191565,NA,10224190,0.5325,0.473,presidential
1996,Georgia,GA,2374650,5555577,0.044000000000000004,35139,143457,21146,128014,NA,5183118,0.4582,0.4274,presidential
1996,Hawaii,HI,370230,895753,0.08,4011,0,0,4011,NA,820082,0.4515,0.4133,presidential
1996,Idaho,ID,508030,856420,0.032,3832,0,0,3832,NA,825183,0.6157,0.5932,presidential
1996,Illinois,IL,4418270,8927254,0.075,38852,0,0,38852,NA,8218858,0.5376000000000001,0.4949,presidential
1996,Indiana,IN,2195224,4397367,0.018000000000000002,16960,0,0,16960,NA,4301254,0.5104,0.49920000000000003,presidential
1996,Iowa,IA,1251983,2154320,0.018000000000000002,6342,15386,2200,16235,NA,2099307,0.5964,0.5811,presidential
1996,Kansas,KS,1073520,1922601,0.03,7756,0,0,7756,NA,1857167,0.578,0.5584,presidential
1996,Kentucky,KY,1419592,2938362,0.012,12910,11689,4621,23376,NA,2879726,0.493,0.4831,presidential
1996,Louisiana,LA,1804640,3163302,0.015,26776,0,0,26776,NA,3089076,0.5842,0.5705,presidential
1996,Maine,ME,NA,944106,0.015,0,0,0,0,NA,929944,NA,NA,presidential
1996,Maryland,MD,1793991,3817454,0.055999999999999994,22050,70553,16246,73573,NA,3530104,0.5082,0.46990000000000004,presidential
1996,Massachusetts,MA,2600278,4723380,0.07200000000000001,0,0,0,0,NA,4383297,0.5932,0.5505,presidential
1996,Michigan,MI,3912261,7201527,0.027999999999999997,42349,0,0,42349,NA,6957535,0.5623,0.5433,presidential
1996,Minnesota,MN,2211161,3473117,0.028999999999999998,5158,90202,2377,52636,NA,3319761,0.6661,0.6367,presidential
1996,Mississippi,MS,NA,1986327,0.008,13859,10376,1326,20373,NA,1950063,NA,NA,presidential
1996,Missouri,MO,NA,4035666,0.015,22003,42386,13087,56283,NA,3918848,NA,NA,presidential
1996,Montana,MT,417232,652991,0.009000000000000001,2293,0,0,2293,NA,644821,0.6471000000000001,0.639,presidential
1996,Nebraska,NE,686749,1230047,0.025,3287,14363,688,11157,NA,1188139,0.578,0.5583,presidential
1996,Nevada,NV,467657,1271617,0.095,8439,9760,3216,16535,NA,1134278,0.41230000000000006,0.3678,presidential
1996,New Hampshire,NH,513700,878569,0.024,2062,0,0,2062,NA,855421,0.6004999999999999,0.5847,presidential
1996,New Jersey,NJ,3105110,6152216,0.096,27490,125881,14545,104976,NA,5456627,0.5690999999999999,0.5047,presidential
1996,New Mexico,NM,579763,1249597,0.053,4724,8903,1426,10602,NA,1172766,0.49439999999999995,0.46399999999999997,presidential
1996,New York,NY,6439129,13942462,0.11800000000000001,69709,0,57137,126846,NA,12170405,0.5291,0.4618,presidential
1996,North Carolina,NC,NA,5717844,0.033,30647,102483,12358,94247,NA,5434908,NA,NA,presidential
1996,North Dakota,ND,271850,481497,0.01,722,0,0,722,NA,475960,0.5712,0.5646,presidential
1996,Ohio,OH,4638108,8366250,0.015,46174,0,6331,52505,NA,8188251,0.5664,0.5544,presidential
1996,Oklahoma,OK,1218248,2461718,0.023,19593,28090,2159,35797,NA,2369301,0.5142,0.4949,presidential
1996,Oregon,OR,1399180,2445442,0.052000000000000005,8661,0,0,8661,NA,2309618,0.6058,0.5722,presidential
1996,Pennsylvania,PA,NA,9283893,0.02,34537,0,0,34537,NA,9063678,NA,NA,presidential
1996,Rhode Island,RI,NA,781307,0.064,3271,20446,573,14067,NA,717236,NA,NA,presidential
1996,South Carolina,SC,1203486,2825088,0.017,20446,42417,5036,46691,NA,2730371,0.44079999999999997,0.426,presidential
1996,South Dakota,SD,329316,537038,0.01,2063,0,0,2063,NA,529605,0.6218,0.6132,presidential
1996,Tennessee,TN,NA,4094014,0.016,15626,37002,8934,43061,NA,3985449,NA,NA,presidential
1996,Texas,TX,NA,13887542,0.098,132383,429329,112594,459642,NA,12066921,NA,NA,presidential
1996,Utah,UT,691016,1394017,0.048,0,0,0,0,NA,1327104,0.5207,0.49570000000000003,presidential
1996,Vermont,VT,261469,443874,0.018000000000000002,0,0,0,0,NA,435884,0.5999,0.5891,presidential
1996,Virginia,VA,2468229,5106297,0.047,27655,29620,9918,52383,NA,4813918,0.5127,0.48339999999999994,presidential
1996,Washington,WA,2293895,4147127,0.057999999999999996,12527,125780,560,75977,NA,3830617,0.5988,0.5530999999999999,presidential
1996,West Virginia,WV,653331,1400343,0.005,2749,5669,869,6453,NA,1386888,0.4711,0.4666,presidential
1996,Wisconsin,WI,NA,3886906,0.02,12991,47292,8222,44859,NA,3764309,NA,NA,presidential
1996,Wyoming,WY,215844,353354,0.013000000000000001,1499,3432,364,3579,NA,345181,0.6253,0.6108,presidential
1994,Alabama,AL,NA,3170782,0.01,19573,32284,7235,42950,NA,3096124,NA,NA,midterm
1994,Alaska,AK,216668,417053,0.03,3292,2899,412,5154,NA,399387,0.5425,0.5195,midterm
1994,Arizona,AZ,1153724,3169857,0.075,19746,34365,4351,41280,NA,2890838,0.39909999999999995,0.364,midterm
1994,Arkansas,AR,NA,1849361,0.013000000000000001,8643,19606,5224,23670,NA,1801649,NA,NA,midterm
1994,California,CA,8900593,22721586,0.177,125605,0,85082,210687,NA,18489178,0.4814,0.3917,midterm
1994,Colorado,CO,1173130,2785952,0.045,10717,0,2463,13180,NA,2647404,0.44309999999999994,0.4211,midterm
1994,Connecticut,CT,1163829,2515100,0.055,14380,53453,1146,42253,NA,2334517,0.49849999999999994,0.46270000000000006,midterm
1994,Delaware,DE,201560,540474,0.026000000000000002,4466,15507,1029,13249,NA,513173,0.39280000000000004,0.37290000000000006,midterm
1994,District of Columbia,DC,186316,463680,0.08800000000000001,10949,0,0,10949,NA,411927,0.45230000000000004,0.4018,midterm
1994,Florida,FL,4305340,11016840,0.091,57168,247014,20573,201248,NA,9813060,0.4387,0.3908,midterm
1994,Georgia,GA,NA,5293282,0.037000000000000005,33425,140694,17505,121277,NA,4976154,NA,NA,midterm
1994,Hawaii,HI,377011,882189,0.079,3333,0,0,3333,NA,809163,0.46590000000000004,0.4274,midterm
1994,Idaho,ID,419330,809957,0.027999999999999997,2811,0,0,2811,NA,784467,0.5345,0.5177,midterm
1994,Illinois,IL,3219122,8819582,0.069,36531,0,0,36531,NA,8174500,0.39379999999999993,0.365,midterm
1994,Indiana,IN,1609481,4315664,0.015,15014,0,0,15014,NA,4235915,0.38,0.37290000000000006,midterm
1994,Iowa,IA,1022372,2128370,0.016,5437,15902,3696,17084,NA,2077232,0.4922000000000001,0.4804,midterm
1994,Kansas,KS,836251,1893521,0.026000000000000002,6371,0,0,6371,NA,1837918,0.455,0.44160000000000005,midterm
1994,Kentucky,KY,827541,2879413,0.01,11066,11417,4380,21155,NA,2829464,0.2925,0.2874,midterm
1994,Louisiana,LA,893758,3109456,0.015,24063,0,0,24063,NA,3038751,0.29410000000000003,0.2874,midterm
1994,Maine,ME,NA,932164,0.015,0,0,0,0,NA,918182,NA,NA,midterm
1994,Maryland,MD,1437450,3751305,0.052000000000000005,20998,76940,14795,74263,NA,3481974,0.4128,0.3832,midterm
1994,Massachusetts,MA,2232186,4668100,0.067,0,0,0,0,NA,4355337,0.5125,0.4782,midterm
1994,Michigan,MI,3177740,7081498,0.026000000000000002,40631,0,0,40631,NA,6856748,0.4634,0.4487,midterm
1994,Minnesota,MN,1794618,3385687,0.025,4575,81972,1904,47465,NA,3253580,0.5516000000000001,0.5301,midterm
1994,Mississippi,MS,621096,1935054,0.006999999999999999,10930,9042,1519,16970,NA,1904539,0.3261,0.321,midterm
1994,Missouri,MO,NA,3958762,0.013000000000000001,17898,36295,12592,48638,NA,3858660,NA,NA,midterm
1994,Montana,MT,359455,629335,0.008,1764,0,0,1764,NA,622536,0.5774,0.5712,midterm
1994,Nebraska,NE,593654,1201826,0.02,2711,18639,771,12802,NA,1164987,0.5096,0.494,midterm
1994,Nevada,NV,386582,1143487,0.084,6993,9410,3529,15227,NA,1032207,0.37449999999999994,0.33809999999999996,midterm
1994,New Hampshire,NH,319443,851104,0.023,2021,0,0,2021,NA,829508,0.3851,0.3753,midterm
1994,New Jersey,NJ,2131328,6059401,0.08900000000000001,24632,125299,41802,129084,NA,5391030,0.3953,0.3517,midterm
1994,New Mexico,NM,485709,1195183,0.049,3712,8063,1078,8822,NA,1127797,0.4307,0.4064,midterm
1994,New York,NY,5325323,13861352,0.11199999999999999,66750,0,53832,120582,NA,12188299,0.43690000000000007,0.38420000000000004,midterm
1994,North Carolina,NC,NA,5477604,0.026000000000000002,23648,90418,20159,89016,NA,5246170,NA,NA,midterm
1994,North Dakota,ND,240430,473993,0.009000000000000001,563,0,0,563,NA,469164,0.5125,0.5072000000000001,midterm
1994,Ohio,OH,3540954,8292312,0.013999999999999999,43074,0,0,43074,NA,8133146,0.4354,0.42700000000000005,midterm
1994,Oklahoma,OK,1002363,2410272,0.02,16631,28285,2604,33378,NA,2328689,0.4304,0.41590000000000005,midterm
1994,Oregon,OR,1254265,2344505,0.046,6936,0,0,6936,NA,2229722,0.5625,0.535,midterm
1994,Pennsylvania,PA,NA,9241090,0.018000000000000002,28302,0,0,28302,NA,9046448,NA,NA,midterm
1994,Rhode Island,RI,NA,776723,0.062,2919,18179,525,12534,NA,716032,NA,NA,midterm
1994,South Carolina,SC,951901,2747987,0.013999999999999999,18999,40005,6077,45079,NA,2664436,0.35730000000000006,0.3464,midterm
1994,South Dakota,SD,318090,524910,0.008,1708,0,0,1708,NA,519003,0.6129000000000001,0.606,midterm
1994,Tennessee,TN,NA,3945407,0.013999999999999999,14401,34896,9353,41202,NA,3848969,NA,NA,midterm
1994,Texas,TX,NA,13334014,0.08900000000000001,118195,396276,108563,424896,NA,11722391,NA,NA,midterm
1994,Utah,UT,532737,1302522,0.040999999999999995,0,0,0,0,NA,1249119,0.4265,0.409,midterm
1994,Vermont,VT,216715,434549,0.017,0,0,0,0,NA,427162,0.5073000000000001,0.4987,midterm
1994,Virginia,VA,NA,4983515,0.043,26968,24089,9649,48662,NA,4720562,NA,NA,midterm
1994,Washington,WA,1733471,3994036,0.053,10833,110279,1650,67623,NA,3714729,0.4666,0.434,midterm
1994,West Virginia,WV,439551,1392499,0.005,1930,5992,1380,6306,NA,1379231,0.3187,0.3157,midterm
1994,Wisconsin,WI,NA,3801543,0.018000000000000002,10022,45901,7065,40038,NA,3693077,NA,NA,midterm
1994,Wyoming,WY,204025,344492,0.012,1217,3367,313,3214,NA,337144,0.6052000000000001,0.5922000000000001,midterm
1992,Alabama,AL,NA,3096959,0.009000000000000001,17453,31188,6934,39981,NA,3029105,NA,NA,presidential
1992,Alaska,AK,261427,406653,0.028999999999999998,2865,3014,710,5082,NA,389778,0.6707,0.6429,presidential
1992,Arizona,AZ,1516276,2897181,0.065,16477,34647,3588,37389,NA,2671475,0.5676000000000001,0.5234,presidential
1992,Arkansas,AR,NA,1789420,0.01,8285,16448,3460,19969,NA,1751557,NA,NA,presidential
1992,California,CA,11374565,22573381,0.17300000000000001,109496,0,87725,197221,NA,18470965,0.6158,0.5039,presidential
1992,Colorado,CO,1597166,2602217,0.037000000000000005,8997,0,2634,11631,NA,2494304,0.6403,0.6137999999999999,presidential
1992,Connecticut,CT,1645609,2521774,0.051,11403,48567,483,36170,NA,2356994,0.6981999999999999,0.6526000000000001,presidential
1992,Delaware,DE,290836,523661,0.022000000000000002,4062,14887,1120,12626,NA,499514,0.5822,0.5554,presidential
1992,District of Columbia,DC,231445,477564,0.083,10845,0,0,10845,NA,427081,0.5419,0.48460000000000003,presidential
1992,Florida,FL,5438612,10591116,0.087,48302,200471,14021,162559,NA,9507130,0.5721,0.5135,presidential
1992,Georgia,GA,NA,5037354,0.028999999999999998,25290,153154,23020,124887,NA,4766384,NA,NA,presidential
1992,Hawaii,HI,382882,866114,0.079,2926,0,0,2926,NA,794765,0.4818,0.4421,presidential
1992,Idaho,ID,491725,756119,0.025,2256,0,0,2256,NA,734960,0.669,0.6503,presidential
1992,Illinois,IL,5164357,8688184,0.062,31640,0,0,31640,NA,8117877,0.6362000000000001,0.5943999999999999,presidential
1992,Indiana,IN,2347912,4230602,0.013000000000000001,13945,0,0,13945,NA,4161659,0.5642,0.555,presidential
1992,Iowa,IA,1360856,2098809,0.013000000000000001,4518,14084,2065,13625,NA,2057899,0.6613,0.6484000000000001,presidential
1992,Kansas,KS,1161044,1857444,0.022000000000000002,6028,0,0,6028,NA,1810552,0.6413,0.6251,presidential
1992,Kentucky,KY,NA,2814763,0.008,10364,10750,3684,19423,NA,2772822,NA,NA,presidential
1992,Louisiana,LA,1799596,3063068,0.015,20980,0,0,20980,NA,2996142,0.6006,0.5875,presidential
1992,Maine,ME,NA,928998,0.015,0,0,0,0,NA,915063,NA,NA,presidential
1992,Maryland,MD,1999486,3695298,0.049,19977,82948,13058,74509,NA,3439719,0.5813,0.5411,presidential
1992,Massachusetts,MA,2822962,4640629,0.063,0,0,0,0,NA,4348269,0.6492,0.6083,presidential
1992,Michigan,MI,4341909,6990822,0.024,39113,0,0,39113,NA,6783929,0.64,0.6211,presidential
1992,Minnesota,MN,2355796,3298080,0.021,3822,72938,1901,42192,NA,3186628,0.7393000000000001,0.7143,presidential
1992,Mississippi,MS,1008019,1882100,0.006,8905,8031,2357,15278,NA,1855529,0.5433,0.5356000000000001,presidential
1992,Missouri,MO,NA,3880005,0.011000000000000001,16195,32692,11671,44212,NA,3793113,NA,NA,presidential
1992,Montana,MT,417564,599859,0.008,1548,0,0,1548,NA,593512,0.7034999999999999,0.6960999999999999,presidential
1992,Nebraska,NE,744548,1178965,0.016,2514,15386,697,10904,NA,1149198,0.6479,0.6315,presidential
1992,Nevada,NV,513387,1028056,0.07200000000000001,6049,8533,3246,13562,NA,940474,0.5459,0.49939999999999996,presidential
1992,New Hampshire,NH,545197,833997,0.022000000000000002,1777,0,0,1777,NA,813872,0.6699,0.6537,presidential
1992,New Jersey,NJ,3348312,6000364,0.081,22653,108093,36120,112820,NA,5401515,0.6199,0.5579999999999999,presidential
1992,New Mexico,NM,590901,1131081,0.044000000000000004,3271,6921,1331,8063,NA,1073250,0.5506,0.5224,presidential
1992,New York,NY,7068630,13799670,0.106,61736,0,50004,111740,NA,12225165,0.5782,0.5122000000000001,presidential
1992,North Carolina,NC,NA,5259564,0.02,20454,86371,14415,78055,NA,5076318,NA,NA,presidential
1992,North Dakota,ND,315199,467130,0.009000000000000001,477,0,0,477,NA,462449,0.6816,0.6748000000000001,presidential
1992,Ohio,OH,5043094,8208502,0.013000000000000001,38378,0,0,38378,NA,8063413,0.6254,0.6144,presidential
1992,Oklahoma,OK,1455635,2366029,0.018000000000000002,14821,25902,2758,30530,NA,2292910,0.6347999999999999,0.6152000000000001,presidential
1992,Oregon,OR,1498959,2241507,0.04,6583,0,0,6583,NA,2145264,0.6986999999999999,0.66869999999999985,presidential
1992,Pennsylvania,PA,NA,9188416,0.017,24974,0,0,24974,NA,9007239,NA,NA,presidential
1992,Rhode Island,RI,NA,779266,0.06,2775,15585,483,11051,NA,721459,NA,NA,presidential
1992,South Carolina,SC,1234712,2683852,0.012,18643,35587,5325,41762,NA,2609884,0.47309999999999997,0.46009999999999995,presidential
1992,South Dakota,SD,NA,508841,0.006999999999999999,1487,0,0,1487,NA,503792,NA,NA,presidential
1992,Tennessee,TN,NA,3811036,0.011000000000000001,11849,38614,11819,42975,NA,3726140,NA,NA,presidential
1992,Texas,TX,NA,12747860,0.081,60467,360702,121141,361959,NA,11353324,NA,NA,presidential
1992,Utah,UT,784988,1203861,0.034,0,0,0,0,NA,1162930,0.675,0.6521000000000001,presidential
1992,Vermont,VT,292797,426860,0.017,0,0,0,0,NA,419603,0.6978,0.6859000000000001,presidential
1992,Virginia,VA,NA,4856799,0.039,21199,23510,11372,44326,NA,4623058,NA,NA,presidential
1992,Washington,WA,2324907,3827227,0.047,9959,103837,7850,69728,NA,3577619,0.6498,0.6075,presidential
1992,West Virginia,WV,NA,1377282,0.005,1674,5688,988,5506,NA,1364890,NA,NA,presidential
1992,Wisconsin,WI,NA,3712414,0.016,8191,40424,5560,33963,NA,3619052,NA,NA,presidential
1992,Wyoming,WY,203602,331170,0.011000000000000001,1063,3310,404,3122,NA,324405,0.6276,0.6148,presidential
1990,Alabama,AL,NA,3012797,0.006999999999999999,15665,27686,5970,35478,NA,2956229,NA,NA,midterm
1990,Alaska,AK,197540,379863,0.027999999999999997,2622,3599,568,4990,NA,364237,0.5423,0.52,midterm
1990,Arizona,AZ,1094735,2705468,0.055,14861,30397,2711,32771,NA,2523896,0.4337,0.4046,midterm
1990,Arkansas,AR,NA,1742746,0.006999999999999999,7322,15983,3971,19285,NA,1711262,NA,NA,midterm
1990,California,CA,7899131,22061053,0.17,97309,0,67562,164871,NA,18145803,0.4353,0.3581,midterm
1990,Colorado,CO,1046139,2447513,0.028999999999999998,7671,0,2396,10067,NA,2366468,0.4421,0.4274,midterm
1990,Connecticut,CT,1159361,2538398,0.047,10500,46640,291,34111,NA,2384982,0.4861,0.4567,midterm
1990,Delaware,DE,183977,507016,0.019,3471,12223,1283,10866,NA,486517,0.3782,0.36290000000000006,midterm
1990,District of Columbia,DC,171677,489808,0.078,9947,0,0,9947,NA,441656,0.3887,0.3505,midterm
1990,Florida,FL,2378471,10137720,0.083,44387,210781,2064,151842,NA,9144447,0.3861,0.23459999999999998,midterm
1990,Georgia,GA,NA,4803269,0.021,22411,134840,22646,112477,NA,4589923,NA,NA,midterm
1990,Hawaii,HI,354144,838633,0.078,2533,0,0,2533,NA,770687,0.45949999999999996,0.42230000000000006,midterm
1990,Idaho,ID,328340,707535,0.022000000000000002,1961,0,0,1961,NA,690008,0.4758,0.46409999999999996,midterm
1990,Illinois,IL,3420720,8535069,0.055999999999999994,27516,0,0,27516,NA,8029589,0.426,0.4008,midterm
1990,Indiana,IN,1566371,4135602,0.01,12736,0,0,12736,NA,4081510,0.3838,0.37879999999999997,midterm
1990,Iowa,IA,1004908,2065490,0.01,3967,13895,2111,13026,NA,2031809,0.4946,0.4865,midterm
1990,Kansas,KS,805251,1821368,0.018000000000000002,5775,0,0,5775,NA,1782808,0.4517,0.4421,midterm
1990,Kentucky,KY,NA,2755670,0.006,9023,7482,3183,15947,NA,2723189,NA,NA,midterm
1990,Louisiana,LA,NA,3020682,0.013999999999999999,18599,0,0,18599,NA,2959793,NA,NA,midterm
1990,Maine,ME,NA,924839,0.015,0,0,0,0,NA,910966,NA,NA,midterm
1990,Maryland,MD,1170867,3632477,0.045,17848,82898,11192,70489,NA,3398527,0.3445,0.32230000000000003,midterm
1990,Massachusetts,MA,2424579,4660342,0.059000000000000004,0,0,0,0,NA,4385382,0.5529000000000001,0.5203,midterm
1990,Michigan,MI,2641649,6872954,0.021,34267,0,0,34267,NA,6694355,0.3946,0.38439999999999996,midterm
1990,Minnesota,MN,1843104,3225335,0.017,3176,59323,1873,34711,NA,3135793,0.5878,0.5714,midterm
1990,Mississippi,MS,NA,1850099,0.005,8375,8221,3478,15964,NA,1824885,NA,NA,midterm
1990,Missouri,MO,NA,3821136,0.009000000000000001,14943,42322,9196,45300,NA,3741446,NA,NA,midterm
1990,Montana,MT,326652,579158,0.008,1425,0,0,1425,NA,573100,0.57,0.564,midterm
1990,Nebraska,NE,604195,1154859,0.011000000000000001,2403,14654,632,10362,NA,1131794,0.5337999999999999,0.5232,midterm
1990,Nevada,NV,325959,926572,0.061,5322,7700,2850,12022,NA,858029,0.3799,0.3518,midterm
1990,New Hampshire,NH,307700,832887,0.02,1342,0,0,1342,NA,814887,0.37760000000000005,0.36939999999999995,midterm
1990,New Jersey,NJ,1998894,5951541,0.07400000000000001,21128,72341,23298,80597,NA,5430530,0.3680999999999999,0.33590000000000003,midterm
1990,New Mexico,NM,429509,1076522,0.039,3187,6294,1224,7558,NA,1026980,0.4182,0.39899999999999997,midterm
1990,New York,NY,4290261,13742688,0.1,54895,0,42837,97732,NA,12270687,0.3496,0.3122,midterm
1990,North Carolina,NC,NA,5073437,0.013000000000000001,18411,77829,9883,67209,NA,4940273,NA,NA,midterm
1990,North Dakota,ND,240301,465851,0.008,483,0,0,483,NA,461641,0.5205,0.5158,midterm
1990,Ohio,OH,3620469,8103382,0.012,31822,0,0,31822,NA,7974319,0.45399999999999996,0.4468,midterm
1990,Oklahoma,OK,929639,2313340,0.015,12285,24411,3236,27727,NA,2250913,0.413,0.40190000000000003,midterm
1990,Oregon,OR,1133125,2137314,0.034,6492,0,0,6492,NA,2058153,0.5506,0.5302,midterm
1990,Pennsylvania,PA,NA,9120122,0.015,22290,0,0,22290,NA,8961030,NA,NA,midterm
1990,Rhode Island,RI,375188,780448,0.057999999999999996,2392,15366,321,10396,NA,724786,0.5177,0.4807,midterm
1990,South Carolina,SC,793614,2598170,0.009000000000000001,17319,32287,3543,37006,NA,2537780,0.3127,0.3055,midterm
1990,South Dakota,SD,NA,499072,0.006,1341,0,0,1341,NA,494737,NA,NA,midterm
1990,Tennessee,TN,NA,3693970,0.008,10388,32719,11327,38075,NA,3626343,NA,NA,midterm
1990,Texas,TX,NA,12232761,0.07200000000000001,50042,308357,109726,313947,NA,11038055,NA,NA,midterm
1990,Utah,UT,457983,1116922,0.027999999999999997,0,0,0,0,NA,1085648,0.42190000000000005,0.41,midterm
1990,Vermont,VT,217384,422130,0.016,0,0,0,0,NA,415376,0.5233,0.515,midterm
1990,Virginia,VA,NA,4715129,0.035,17593,21303,9048,37293,NA,4512806,NA,NA,midterm
1990,Washington,WA,1362651,3634031,0.042,7995,84817,9615,60019,NA,3421383,0.3983,0.375,midterm
1990,West Virginia,WV,NA,1358773,0.004,1565,5059,1000,5095,NA,1348243,NA,NA,midterm
1990,Wisconsin,WI,NA,3617625,0.013999999999999999,7465,29370,4099,26249,NA,3540729,NA,NA,midterm
1990,Wyoming,WY,164309,319255,0.011000000000000001,1110,2980,313,2913,NA,312830,0.5252,0.5146999999999999,midterm
1988,Alabama,AL,NA,2949934,0.006,12610,25301,4701,29962,NA,2902272,NA,NA,presidential
1988,Alaska,AK,203433,369260,0.026000000000000002,2588,2994,498,4583,NA,355076,0.5729000000000001,0.5509000000000001,presidential
1988,Arizona,AZ,1204169,2609995,0.05,12095,25446,1669,26487,NA,2453008,0.49090000000000006,0.46140000000000003,presidential
1988,Arkansas,AR,NA,1717388,0.006,5519,15931,3840,17325,NA,1689759,NA,NA,presidential
1988,California,CA,10194539,21249801,0.159,76171,0,49364,125535,NA,17745548,0.5745,0.4797,presidential
1988,Colorado,CO,1416265,2396786,0.026000000000000002,5765,0,1743,7508,NA,2326962,0.6086,0.5909,presidential
1988,Connecticut,CT,1461962,2525021,0.045,8005,46086,371,31419,NA,2379976,0.6143,0.579,presidential
1988,Delaware,DE,254973,489696,0.017,3197,9576,1093,9078,NA,472293,0.5399,0.5207,presidential
1988,District of Columbia,DC,197135,502362,0.07200000000000001,8831,0,3949,12780,NA,453412,0.43479999999999996,0.3924,presidential
1988,Florida,FL,4302037,9651236,0.078,34732,165475,2562,120032,NA,8778408,0.4901,0.4457,presidential
1988,Georgia,GA,NA,4631342,0.017,18787,121559,11308,90875,NA,4461734,NA,NA,presidential
1988,Hawaii,HI,368567,803568,0.076,2300,0,0,2300,NA,740197,0.49790000000000006,0.4587,presidential
1988,Idaho,ID,421213,682522,0.02,1581,0,0,1581,NA,667291,0.6312000000000001,0.6171,presidential
1988,Illinois,IL,4697192,8410414,0.052000000000000005,21081,0,0,21081,NA,7951991,0.5907,0.5585,presidential
1988,Indiana,IN,2222811,4045785,0.009000000000000001,11406,0,0,11406,NA,3997967,0.556,0.5494,presidential
1988,Iowa,IA,1240854,2052326,0.009000000000000001,3034,13099,1945,11529,NA,2022326,0.6136,0.6046,presidential
1988,Kansas,KS,NA,1808604,0.016,5817,0,0,5817,NA,1773849,NA,NA,presidential
1988,Kentucky,KY,NA,2709782,0.006,7119,7398,3443,14261,NA,2679262,NA,NA,presidential
1988,Louisiana,LA,NA,3005785,0.013999999999999999,16242,0,7387,23629,NA,2940075,NA,NA,presidential
1988,Maine,ME,NA,901850,0.015,0,0,0,0,NA,888322,NA,NA,presidential
1988,Maryland,MD,1747350,3535730,0.042,14276,78619,9225,62811,NA,3324418,0.5256000000000001,0.49420000000000003,presidential
1988,Massachusetts,MA,2689857,4642061,0.055,0,0,0,0,NA,4386748,0.6132,0.5794999999999999,presidential
1988,Michigan,MI,3745751,6773776,0.02,27612,0,0,27612,NA,6610688,0.5666,0.5529999999999999,presidential
1988,Minnesota,MN,2125119,3166668,0.015,2799,56901,1639,32889,NA,3086279,0.6886,0.6711,presidential
1988,Mississippi,MS,NA,1815826,0.005,7384,6854,3177,13988,NA,1792759,NA,NA,presidential
1988,Missouri,MO,NA,3769751,0.009000000000000001,12176,42728,7207,40747,NA,3695076,NA,NA,presidential
1988,Montana,MT,378981,573791,0.008,1272,0,0,1272,NA,567929,0.6673,0.6605,presidential
1988,Nebraska,NE,678669,1144305,0.009000000000000001,2156,11411,447,8309,NA,1125697,0.6029000000000001,0.5931,presidential
1988,Nevada,NV,354261,823940,0.055,4881,7032,2100,10497,NA,768126,0.46120000000000005,0.43,presidential
1988,New Hampshire,NH,462503,817358,0.019,1019,0,0,1019,NA,800809,0.5775,0.5659000000000001,presidential
1988,New Jersey,NJ,3102502,5904776,0.069,16936,57903,18463,64351,NA,5432995,0.5710000000000001,0.5254,presidential
1988,New Mexico,NM,535694,1046754,0.036000000000000004,2825,5312,1230,6711,NA,1002360,0.5344,0.5118,presidential
1988,New York,NY,6636310,13659215,0.094,44560,0,33962,78522,NA,12296727,0.5397,0.4858,presidential
1988,North Carolina,NC,NA,4903045,0.011000000000000001,17078,67164,6191,56851,NA,4792261,NA,NA,presidential
1988,North Dakota,ND,309100,470652,0.006999999999999999,466,0,0,466,NA,466891,0.662,0.6566999999999998,presidential
1988,Ohio,OH,4505284,7986220,0.011000000000000001,26462,0,0,26462,NA,7871910,0.5723,0.5640999999999999,presidential
1988,Oklahoma,OK,1192815,2300258,0.013000000000000001,10448,23341,1455,23574,NA,2246781,0.5309,0.5186,presidential
1988,Oregon,OR,1235199,2055379,0.031,5991,0,3790,9781,NA,1981881,0.6232,0.601,presidential
1988,Pennsylvania,PA,NA,9037056,0.013999999999999999,17900,0,0,17900,NA,8892637,NA,NA,presidential
1988,Rhode Island,RI,415963,771407,0.055,1906,9824,442,7260,NA,721720,0.5763,0.5392,presidential
1988,South Carolina,SC,1041846,2504635,0.008,13888,26260,3626,30644,NA,2453954,0.42460000000000003,0.41600000000000004,presidential
1988,South Dakota,SD,NA,497633,0.005,1020,0,0,1020,NA,494125,NA,NA,presidential
1988,Tennessee,TN,NA,3609081,0.006999999999999999,7732,28282,9529,31402,NA,3552415,NA,NA,presidential
1988,Texas,TX,NA,11877787,0.066,40437,288906,77827,262717,NA,10831136,NA,NA,presidential
1988,Utah,UT,661546,1069800,0.025,0,0,0,0,NA,1043055,0.6342,0.6184,presidential
1988,Vermont,VT,270148,411136,0.015,0,0,0,0,NA,404969,0.6671,0.6571000000000001,presidential
